year,report_code,corp_code,corp_name,stock_code,corp_cls,auditor_raw,auditor_group,audit_contract_fee,audit_actual_fee,audit_contract_hours,audit_actual_hours,audit_opinion,revenue,revenue_account,revenue_fs_div,source_rcept_no,warnings
2024,11011,01344840,메드파크,,E,성현회계법인,other_or_unknown,35000000,35000000,523,523,,12615421674,매출액,OFS,20250331004010,
2024,11011,01186963,메디오젠,,E,삼화회계법인,other_or_unknown,60000000,60000000,720,791,,25545480855,매출액,CFS,20250331004362,
2024,11011,00455389,메르세데스벤츠파이낸셜서비스코리아,,E,삼정회계법인,samjong_kpmg,,273000000,,2601,,208591367352,매출액,OFS,20250331002130,
2024,11011,01406751,메를로랩,,E,정동회계법인,other_or_unknown,100000000,100000000,687,687,,4544241249,매출액,OFS,20250321001665,
2024,11011,00163682,메리츠증권,008560,E,한영회계법인,ey_hanyoung,830000000,664000000,8300,8031,,34785043562728,매출액,CFS,20250331003245,
2024,11011,00933504,메리츠캐피탈,,E,한영회계법인,ey_hanyoung,434000000,434000000,3950,4082,,847116676820,매출액,CFS,20250331003471,
2024,11011,00117744,메리츠화재해상보험,000060,E,한영회계법인,ey_hanyoung,1700000000,1700000000,14000,14330,,1729617449139,이자수익,CFS,20250331003145,
2024,11011,00192347,메타넷디지털,,E,삼정회계법인,samjong_kpmg,85000000,85000000,854,854,,,,,20250331002192,
2024,11011,00676566,메타넷엑스,,E,한길회계법인,other_or_unknown,150000000,150000000,1300,1356,,495130678074,매출액,CFS,20251205000494,
2024,11011,00609315,멜파스,096640,E,삼정회계법인,samjong_kpmg,100000000,100000000,900,1100,,2051047300,매출액,OFS,20250325000853,
2024,11011,01293360,모노리스,,E,서현회계법인,other_or_unknown,150000000,150000000,1004,1373,,16199845777,매출액,CFS,20250331004127,
2024,11011,00215976,무궁화인포메이션테크놀로지,038340,E,대주회계법인,other_or_unknown,190000000,190000000,1067,1396,,33734403770,매출액,CFS,20250319001092,
2024,11011,00657756,무송지오씨,135160,E,신한회계법인,other_or_unknown,25000000,25000000,615,615,,,,,20250331000065,
2024,11011,01137727,무신사,,E,안진회계법인,deloitte_anjin,330000000,330000000,3000,2831,,1242727416492,매출액,CFS,20250331002442,
2024,11011,00437277,문경관광개발,,E,대건감사반,other_or_unknown,9000000,9000000,113,113,,,,,20250328000830,
2024,11011,00418041,미라콤아이앤씨,,E,삼일회계법인,samil_pwc,175000000,175000000,1540,1562,,278560532910,매출액,OFS,20250331002153,
2024,11011,01683387,미래에셋드림기업인수목적1호,442900,E,현대회계법인,other_or_unknown,10000000,10000000,10,104,,,,,20250306000282,
2024,11011,01692321,미래에셋비전기업인수목적2호,446190,E,삼덕회계법인,other_or_unknown,10000000,10000000,85,85,,,,,20250312001020,
2024,11011,01702424,미래에셋비전기업인수목적3호,448830,E,이촌회계법인,other_or_unknown,12000000,12000000,85,70,,0,매출액,OFS,20250228000682,
2024,11011,00259776,미래에셋자산운용,,E,삼정회계법인,samjong_kpmg,437000000,437000000,4046,3926,,1284140740052,매출액,CFS,20250321001843,
2024,11011,00251738,미래에셋캐피탈,,E,삼정회계법인,samjong_kpmg,525000000,525000000,5085,5167,,27923748889354,매출액,CFS,20250522000328,
2024,11011,00112873,미래엔,,E,삼덕회계법인,other_or_unknown,64000000,64000000,975,975,,,,,20250331002876,
2024,11011,01265914,미로,,E,우리회계법인,other_or_unknown,45000000,45000000,586,586,,,,,20250422000291,
2024,11011,00115472,미주제강,002670,E,원진회계법인,other_or_unknown,35000000,35000000,461,464,,,,,20250327000025,
2024,11011,01310515,민간임대허브제4호위탁관리부동산투자회사,,E,한일회계법인,other_or_unknown,12000000,12000000,66,66,,,,,20250328002212,
2024,11011,00869500,바디프랜드,,E,한영회계법인,ey_hanyoung,290000000,330000000,2420,2603,,436866034575,매출액,CFS,20250331001790,
2024,11011,00467445,바이오넷,,E,동성회계법인,other_or_unknown,40000000,40000000,,576,,,,,20250331003763,
2024,11011,00866965,바이오제닉스,,E,삼덕회계법인,other_or_unknown,32000000,32000000,340,338,,,,,20250328000795,
2024,11011,00232089,바이온,032980,E,태일회계업인,other_or_unknown,180000000,180000000,,1620,,26955800348,매출액,CFS,20250324000589,
2024,11011,01446759,뱅크샐러드,,E,삼덕회계법인,other_or_unknown,33000000,33000000,404,416,,,,,20250331004154,
2024,11011,00122728,범양사,002480,E,민준공인회계사 감사반(제480호),other_or_unknown,26000000,26000000,250,250,,,,,20250328002298,
2024,11011,00980061,보령엘엔지터미널,,E,삼정회계법인,samjong_kpmg,114000000,114000000,1140,1169,,255997878401,매출액,OFS,20250331002447,
2024,11011,01113930,보아스에셋,,E,다함 공인회계사 감사반(제46호),other_or_unknown,1200000,1200000,180,180,,,,,20250821000435,
2024,11011,01621183,보이스아이,,E,한영회계법인,ey_hanyoung,100000000,100000000,760,836,,20810724814,매출액,OFS,20250328002121,
2024,11011,00124106,부산은행,005280,E,한영회계법인,ey_hanyoung,790000000,790000000,7900,7856,,3549436868871,이자수익,CFS,20250514000045,
2024,11011,00669706,불교텔레비전,,E,태인회계법인,other_or_unknown,10000000,10000000,250,217,,,,,20250327000041,
2024,11011,00417680,불스원,,E,안진회계법인,deloitte_anjin,160000000,160000000,1464,1614,,146624721764,매출액,CFS,20250328001440,
2024,11011,01694903,뷰텔,,E,태일회계법인,other_or_unknown,100000000,100000000,642,653,,231462002,매출액,OFS,20250328000765,
2024,11011,01534610,브이페이먼츠,,E,회계법인 베율,other_or_unknown,27000000,27000000,364,364,,,,,20250331003604,
2024,11011,00803665,브이피,,E,안진회계법인,deloitte_anjin,67000000,67000000,601,601,,,,,20250331001096,
2024,11011,00610490,비디아이,148140,E,정인회계법인,other_or_unknown,,,,74,,2437984412,매출액,CFS,20250331001353,
2024,11011,01212921,비바리퍼블리카,,E,한영회계법인,ey_hanyoung,690000000,690000000,4570,5452,,1955617789818,매출액,CFS,20250328001827,
2024,11011,01181418,비보존,,E,안진회계법인,deloitte_anjin,145000000,145000000,967,906,,392430000,매출액,CFS,20250328001674,
2024,11011,00124656,비씨카드,,E,안진회계법인,deloitte_anjin,693000000,693000000,6000,6001,,3805769826914,매출액,CFS,20250331000455,
2024,11011,00480525,비에스제이홀딩스,,E,동현회계법인,other_or_unknown,150000000,150000000,1065,1065,,104276100,매출액,OFS,20250416000542,
2024,11011,00162221,비에스한양,,E,삼정회계법인,samjong_kpmg,210000000,210000000,2200,2006,,901040431400,매출액,CFS,20250331004309,
2024,11011,01756470,비에이에너지,,E,대주회계법인,other_or_unknown,41000000,41000000,449,476,,,,,20250331000484,
2024,11011,00656021,비에프랩스,139050,E,삼일회계법인,samil_pwc,390000000,300000000,3539,1708,,17198332599,매출액,CFS,20250407004384,
2024,11011,01689336,비엔케이제1호기업인수목적,445360,E,삼덕회계법인,other_or_unknown,10000000,10000000,144,144,,0,매출액,OFS,20250321001772,
2024,11011,01800285,비엔케이제2호기업인수목적,473370,E,이촌회계법인,other_or_unknown,10000000,10000000,53,53,,0,매출액,OFS,20250321001865,
2024,11011,01406618,비올메디컬,335890,E,대주회계법인,other_or_unknown,54000000,54000000,661,694,,58193098799,매출액,OFS,20250317000468,
2024,11011,01335374,비욘드바이오,,E,대주회계법인,other_or_unknown,30000000,30000000,550,575,,,,,20250327000262,
2024,11011,01110076,비유테크놀러지,230980,E,대성삼경회계법인,other_or_unknown,195000000,195000000,1560,1560,,7245956200,매출액,CFS,20250814004420,
2024,11011,01014657,비즈니스온커뮤니케이션,138580,E,대성삼경회계법인,other_or_unknown,83000000,73000000,880,623,,49570553755,매출액,CFS,20250321001402,
2024,11011,01534027,비즈플레이,,E,삼덕회계법인,other_or_unknown,40000000,40000000,530,534,,,,,20250331003952,
2024,11011,00331061,빅텍스,,E,삼덕회계법인,other_or_unknown,125000000,125000000,861,861,,,,,20250414002011,
2024,11011,01214044,빗썸,,E,대현회계법인,other_or_unknown,200000000,200000000,1512,1589,,,,,20250331003880,
2024,11011,00970268,사우스케이프,,E,삼일회계법인,samil_pwc,62000000,49600000,530,528,,37809896046,매출액,OFS,20250331003947,
2024,11011,01298930,사운드백신,,E,회계법인동행,other_or_unknown,20000000,20000000,312,312,,,,,20250429000120,
2024,11011,00260356,산은캐피탈,008270,E,한영회계법인,ey_hanyoung,409000000,409000000,4000,3680,,425528370469,이자수익,CFS,20250331002444,
2024,11011,01316661,삼도전기에너지,,E,정일회계법인,other_or_unknown,20000000,,,,,,,,20250416000467,
2024,11011,00125655,삼미,,E,신한회계법인,other_or_unknown,70000000,70000000,677,662,,,,,20250331001707,
2024,11011,00430089,삼보오토,070080,E,성현회계법인,other_or_unknown,60000000,60000000,600,908,,135051138057,매출액,OFS,20250324000333,
2024,11011,00939429,삼보컴퓨터,,E,동현회계법인,other_or_unknown,45000000,45000000,,555,,,,,20250331000908,
2024,11011,01624162,삼성기업인수목적6호,425290,E,삼화회계법인,other_or_unknown,1000000,1000000,100,90,,0,매출액,OFS,20250320000795,
2024,11011,01675227,삼성기업인수목적7호,439250,E,한울회계법인,other_or_unknown,1000000,1000000,82,82,,,,,20250312001022,
2024,11011,01700921,삼성기업인수목적8호,448740,E,한미회계법인,other_or_unknown,10000000,10000000,40,40,,0,매출액,OFS,20250320000197,
2024,11011,01786514,삼성기업인수목적9호,468510,E,한울회계법인,other_or_unknown,10000000,10000000,,75,,0,매출액,OFS,20250321000499,
2024,11011,00120988,삼성메디슨,,E,삼일회계법인,samil_pwc,283000000,283000000,2286,2156,,571239868716,매출액,CFS,20250331001705,
2024,11011,00127459,삼우씨엠건축사사무소,,E,참회계법인,other_or_unknown,54000000,54000000,491,491,,,,,20250331004080,
2024,11011,00340795,삼중테크,,E,회계법인새시대,other_or_unknown,51000000,51000000,380,416,,,,,20250328000075,
2024,11011,00896559,삼척블루파워,,E,삼정회계법인,samjong_kpmg,105000000,105000000,1000,1041,,596496599347,매출액,OFS,20250328001076,
2024,11011,00135166,삼흥,,E,대주회계법인,other_or_unknown,45000000,45000000,440,481,,,,,20250328002398,
2024,11011,01717170,상상인제4호기업인수목적,452670,E,현대회계법인,other_or_unknown,1000000,1000000,80,80,,,,,20250312000694,
2024,11011,00324867,새롬정보시스템,,E,대현회계법인,other_or_unknown,18000000,18000000,234,234,,,,,20250331003073,
2024,11011,00130152,서광,,E,상록회계법인,other_or_unknown,10000000,10000000,105,105,,,,,20250331000166,
2024,11011,01237577,서울개인택시복지법인,,E,세아회계법인,other_or_unknown,75000000,75000000,640,640,,,,,20250331003709,
2024,11011,00361345,서진캠,,E,정인회계법인,other_or_unknown,174000000,174000000,1448,1436,,,,,20250321000706,
2024,11011,01068658,선샤인푸드,217620,E,삼일회계법인,samil_pwc,250000000,,1673,1374,,35162638377,매출액,OFS,20250814003640,
2024,11011,01150311,선우,,E,신원회계법인,other_or_unknown,22000000,22000000,188,188,,,,,20250328000544,
2024,11011,00419873,선운,,E,서우회계법인,other_or_unknown,25000000,25000000,472,483,,,,,20250331003044,
2024,11011,00784643,성남시민프로축구단,,E,태경회계법인,other_or_unknown,20000000,20000000,,320,,,,,20250331001940,
2024,11011,00133089,성원,015200,E,삼일회계법인,samil_pwc,100000000,100000000,860,819,,116929435279,매출액,OFS,20250331003305,
2024,11011,00398950,성원아이북랜드,,E,서현회계법인,other_or_unknown,19000000,19000000,340,297,,,,,20250331000932,
2024,11011,00605610,세라컴,,E,다산회계법인,other_or_unknown,169000000,,916,1123,,,,,20250403002645,
2024,11011,00207737,세메스,,E,삼정회계법인,samjong_kpmg,255000000,255000000,2550,2075,,2445030857247,매출액,CFS,20250331002978,
2024,11011,00831978,세명테크,,E,오성회계법인,other_or_unknown,55000000,55000000,526,526,,,,,20250331002543,
2024,11011,00927512,세미솔루션,,E,이촌회계법인,other_or_unknown,200000000,200000000,1362,1435,,12202766421,매출액,OFS,20250331001028,
2024,11011,01629495,세아베스틸,,E,삼일회계법인,samil_pwc,490000000,288000000,4000,2990,,2024922507170,매출액,OFS,20250311000871,
2024,11011,00231512,세아창원특수강,,E,삼일회계법인,samil_pwc,394000000,394000000,3200,2970,,1496583761341,매출액,CFS,20250314001534,
2024,11011,00133991,세아특수강,019440,E,삼일회계법인,samil_pwc,405000000,405000000,3400,3103,,1008676692070,매출액,CFS,20250314001717,
2024,11011,00347877,세영디앤씨,052190,E,대현회계법인,other_or_unknown,10000000,10000000,150,154,,0,매출액,CFS,20250321000834,
2024,11011,00585219,세원이앤씨,091090,E,삼일회계법인,samil_pwc,305000000,305000000,2397,2190,,141070220015,매출액,CFS,20250814002100,
2024,11011,01091382,세토피아,222810,E,이촌회계법인,other_or_unknown,300000000,300000000,1890,1656,,55155664182,매출액,CFS,20250814004464,
2024,11011,00413994,셀릭스,,E,일신회계법인,other_or_unknown,,,,,,,,,20250331002121,
2024,11011,00394583,셀트리온스킨큐어,,E,지인회계법인,other_or_unknown,90000000,90000000,924,924,,32741239518,매출액,CFS,20250331001299,
2024,11011,00890652,솔젠트,,E,예지회계법인,other_or_unknown,50000000,50000000,649,601,,3663146857,매출액,OFS,20250331002947,
2024,11011,00963684,수양켐텍,,E,성운회계법인,other_or_unknown,21000000,21000000,282,251,,,,,20250507000163,
2024,11011,00437514,수자원기술,,E,동남회계법인,other_or_unknown,36000000,36000000,400,400,,,,,20250331003142,
2024,11011,00370769,쉬프트정보통신,,E,한울회계법인,other_or_unknown,106000000,106000000,800,800,,,,,20250331000829,
2024,11011,01322529,스마트골프,,E,다함 공인회계사 감사반,other_or_unknown,10000000,10000000,180,180,,,,,20250331001069,
2024,11011,00763358,스마트솔루션즈,136510,E,도원회계법인,other_or_unknown,40000000,,480,485,,4138378463,매출액,CFS,20250331004289,
2024,11011,01714483,스탠드업테라퓨티스,,E,대주회계법인,other_or_unknown,20000000,20000000,178,178,,,,,20250331004271,
2024,11011,00298687,스포츠서울,039670,E,회계법인베율,other_or_unknown,30000000,30000000,300,419,,8129607910,매출액,OFS,20240628000438,
2024,11011,01126004,스포피드,,E,청현회계법인,other_or_unknown,63000000,63000000,540,502,,,,,20250331002267,
2024,11011,01101722,시스네오텍,226440,E,대현회계법인,other_or_unknown,140000000,140000000,1107,1058,,6828191337,매출액,CFS,20250725000614,
2024,11011,00294511,시큐아이,,E,삼일회계법인,samil_pwc,100000000,100000000,1000,934,,151722696602,매출액,OFS,20250331000491,
2024,11011,00446479,신비앤텍,070480,E,이정회계법인,other_or_unknown,35000000,35000000,386,395,,,,,20250331000818,
2024,11011,00136341,신성통상,005390,E,광교회계법인,other_or_unknown,450000000,450000000,,3789,,1507869284122,매출액,CFS,20240919000331,
2024,11011,00217947,신세계건설,034300,E,한영회계법인,ey_hanyoung,590000000,590000000,5405,5465,,954969919960,매출액,CFS,20250814001882,
2024,11011,00200938,신세계센트럴,,E,삼일회계법인,samil_pwc,321000000,321000000,3000,2879,,375364032378,매출액,CFS,20250331000163,
2024,11011,00132488,신세계톰보이,012580,E,한영회계법인,ey_hanyoung,160000000,160000000,1600,1565,,213893738939,매출액,OFS,20250312000995,
2024,11011,00172778,신영씨앤디,,E,대주회계법인,other_or_unknown,54000000,54000000,950,950,,,,,20250331003561,
2024,11011,01656374,신영해피투모로우제8호기업인수목적,430220,E,신우회계법인,other_or_unknown,9000000,9000000,,97,,0,매출액,OFS,20250305000706,
2024,11011,01689938,신영해피투모로우제9호기업인수목적,445970,E,신우회계법인,other_or_unknown,9000000,9000000,,112,,0,매출액,OFS,20250305000590,
2024,11011,00173740,신한,005450,E,선경회계법인,other_or_unknown,,,,,,2517775330,매출액,CFS,20250401001230,
2024,11011,00137517,신한라이프생명보험,,E,삼정회계법인,samjong_kpmg,1637000000,1637000000,12729,12796,,1546978000000,이자수익,CFS,20250331002957,
2024,11011,01493429,신한로지스제1호위탁관리부동산투자회사,,E,삼덕회계법인,other_or_unknown,8000000,8000000,80,91,,,,,20241227000142,
2024,11011,00149293,신한은행,000010,E,삼정회계법인,samjong_kpmg,3311000000,3311000000,28576,19628,,21789535000000,이자수익,CFS,20250318001188,
2024,11011,01616482,신한제10호기업인수목적,418210,E,현대회계법인,other_or_unknown,800000,800000,92,92,,,,,20250312000860,
2024,11011,01719105,신한제11호기업인수목적,452980,E,이촌회계법인,other_or_unknown,800000,800000,100,100,,0,매출액,OFS,20250312000981,
2024,11011,00307897,신한카드,032710,E,삼정회계법인,samjong_kpmg,1183000000,1183000000,10240,10240,,2984234000000,이자수익,CFS,20250318001133,
2024,11011,00137456,신한캐피탈,,E,삼정회계법인,samjong_kpmg,463000000,475000000,4204,4323,,542572000000,이자수익,CFS,20250331000197,
2024,11011,00138321,신한투자증권,008670,E,삼정회계법인,samjong_kpmg,1107000000,1107000000,9691,10566,,11446637000000,매출액,CFS,20250326000635,
2024,11011,00339230,싸이버로지텍,,E,삼정회계법인,samjong_kpmg,88000000,88000000,880,908,,110687867220,매출액,CFS,20250331003087,
2024,11011,00681142,쌍방울,102280,E,삼일회계법인,samil_pwc,420000000,420000000,2860,3725,,91989592645,매출액,CFS,20250814002553,
2024,11011,00138224,쌍용씨앤이,003410,E,안진회계법인,deloitte_anjin,900000000,900000000,6567,5975,,1695728234643,매출액,CFS,20250328001785,
2024,11011,00314718,씨브이네트,,E,삼일회계법인,samil_pwc,84000000,88000000,700,640,,,,,20250331002676,
2024,11011,00173731,씨앤에스자산관리,032040,E,율성회계법인,other_or_unknown,56000000,56000000,810,810,,137089528379,매출액,CFS,20250328001306,
2024,11011,00149266,씨앤에이치,023460,E,대현회계법인,other_or_unknown,160000000,160000000,1696,1612,,213296334165,매출액,CFS,20250401000023,
2024,11011,00355380,씽크풀,,E,우리회계법인,other_or_unknown,51000000,51000000,670,599,,8738497223,매출액,CFS,20250328002066,
2024,11011,01028322,아리바이오,,E,대주회계법인,other_or_unknown,65000000,65000000,808,812,,35228971748,매출액,OFS,20250331002024,
2024,11011,01324165,아스트로젠,,E,삼정회계법인,samjong_kpmg,112000000,112000000,711,711,,,,,20250328002047,
2024,11011,00187868,아이디스파워텔,,E,대주회계법인,other_or_unknown,110000000,110000000,1123,1123,,64839293757,매출액,CFS,20250331002030,
2024,11011,01675421,아이비케이에스제20호기업인수목적,439730,E,삼화회계법인,other_or_unknown,10000000,10000000,90,90,,0,매출액,OFS,20250313000957,
2024,11011,01682740,아이비케이에스제21호기업인수목적,442770,E,삼덕회계법인,other_or_unknown,10000000,10000000,,62,,0,매출액,OFS,20250314001527,
2024,11011,01701328,아이비케이에스제22호기업인수목적,448760,E,삼화회계법인,other_or_unknown,10000000,10000000,90,90,,0,매출액,OFS,20250314001186,
2024,11011,00275251,아이비케이캐피탈,,E,삼일회계법인,samil_pwc,404000000,404000000,4131,3740,,552677173399,이자수익,CFS,20250414001893,
2024,11011,00684918,아이비케이투자증권,,E,한영회계법인,ey_hanyoung,2000000,2000000,3600,3582,,3009651025563,매출액,CFS,20250331003294,
2024,11011,00154426,아이에이치큐,003560,E,신한회계법인,other_or_unknown,470000000,470000000,3326,3028,,32431991390,매출액,CFS,20250321000838,
2024,11011,00609634,아이엠,101390,E,서우회계법인,other_or_unknown,200000000,200000000,1835,1625,,126074201973,매출액,CFS,20250409000701,
2024,11011,00109019,아이엠뱅크,005270,E,삼일회계법인,samil_pwc,1291000000,1291000000,9600,9154,,3320334154383,이자수익,CFS,20250318001043,
2024,11011,00148665,아이엠증권,,E,삼일회계법인,samil_pwc,495000000,495000000,3980,3687,,2057608494907,매출액,CFS,20250325000694,
2024,11011,00796471,아이엠캐피탈,,E,삼일회계법인,samil_pwc,345300000,345300000,3160,2895,,332493338193,이자수익,CFS,20250331003504,
2024,11011,00763923,아이월드제약,,E,회계법인 세진,other_or_unknown,22000000,22000000,493,493,,,,,20250331003041,
2024,11011,01087477,아이지에이웍스,,E,안진회계법인,deloitte_anjin,180000000,180000000,1500,1444,,121267932711,매출액,CFS,20250331001376,
2024,11011,01564222,아이지이,,E,삼일회계법인,samil_pwc,50000000,50000000,515,476,,9905436699,매출액,OFS,20250331003233,
2024,11011,00141282,아이파크영창,001890,E,삼일회계법인,samil_pwc,115000000,115000000,1000,956,,41106145216,매출액,CFS,20250331001378,
2024,11011,00173069,아진카인텍,011400,E,삼원회계법인,other_or_unknown,32000000,32000000,400,476,,87451740568,매출액,CFS,20250403001500,
2024,11011,01064041,아크로스,,E,삼일 회계법인,samil_pwc,95000000,95000000,,882,,93414313375,매출액,OFS,20250331002680,
2024,11011,00578130,아퓨어스,149300,E,정동회계법인,other_or_unknown,48000000,48000000,300,554,,,,,20250320001208,
2024,11011,00573551,알씨아이파이낸셜서비스코리아,,E,삼정회계법인,samjong_kpmg,235000000,235000000,2520,2180,,,,,20250623000280,
2024,11011,00112004,알앤엘재생의학연구소,003190,E,대주회계법인,other_or_unknown,55000000,55000000,400,510,,,,,20250331004016,
2024,11011,01411656,알통,,E,다한회계법인,other_or_unknown,8000000,8000000,80,80,,,,,20250313000410,
2024,11011,00595012,애큐온캐피탈,,E,삼정회계법인,samjong_kpmg,398000000,398000000,4000,3914,,620901526468,이자수익,CFS,20250331002463,
2024,11011,00475736,앤알커뮤니케이션,,E,인덕회계법인,other_or_unknown,37000000,37000000,398,402,,35327563530,매출액,OFS,20250327000512,
2024,11011,00638539,앤에스,126870,E,정인 회계법인,other_or_unknown,170000000,170000000,1300,1320,,40710223457,매출액,CFS,20250328001549,
2024,11011,01157545,야나두,,E,삼일회계법인,samil_pwc,195000000,195000000,1420,1331,,77454917534,매출액,CFS,20250327000958,
2024,11011,00907864,야놀자,,E,삼정회계법인,samjong_kpmg,496000000,496000000,4130,4352,,924504781000,매출액,CFS,20250331003083,
2024,11011,00552080,양산컨트리클럽,,E,신우회계법인,other_or_unknown,30000000,30000000,450,373,,,,,20250328001118,
2024,11011,01578146,양주옥정전남구례귀농귀촌주택위탁관리부동산투자회사,,E,서 우회계법인,other_or_unknown,20000000,20000000,203,203,,36460931580,매출액,OFS,20250331002253,
2024,11011,00854207,에너솔라,,E,대주회계법인,other_or_unknown,60000000,60000000,983,983,,79974208373,매출액,CFS,20250331000992,
2024,11011,01294341,에너진,,E,광교회계법인,other_or_unknown,32000000,32000000,480,540,,,,,20250331003867,
2024,11011,00450339,에스에프씨,112240,E,동현회계법인,other_or_unknown,50000000,50000000,510,115,,6352091729,매출액,CFS,20250328000622,
2024,11011,00299367,에스엘엘중앙,,E,삼일 회계법인,samil_pwc,260000000,310000000,2160,2601,,470121052869,매출액,CFS,20250331003941,
2024,11011,01109122,에스엘테라퓨틱스,258540,E,대주회계법인,other_or_unknown,25000000,25000000,,210,,,,,20250331001403,
2024,11011,01475274,에스엠랩,,E,대주회계법인,other_or_unknown,75000000,75000000,936,754,,3750297135,매출액,OFS,20250331002107,
2024,11011,01131510,에스엠면세점,,E,한신회계법인,other_or_unknown,3000000,3000000,20,100,,,,,20250331003023,
2024,11011,00496207,에스엠바로코사,,E,동성회계법인,other_or_unknown,15000000,15000000,200,153,,,,,20250328001920,
2024,11011,00238977,에스엠화진,134780,E,일우회계법인,other_or_unknown,55000000,55000000,600,648,,22138771955,매출액,CFS,20250226005187,
2024,11011,00136642,에스유앤피,019590,E,삼덕회계법인,other_or_unknown,330000000,330000000,1941,1941,,340182,이자수익,CFS,20250721000024,
2024,11011,00969642,에스이그린에너지,,E,한울회계법인,other_or_unknown,,,,,,41246211484,매출액,OFS,20250331003451,
2024,11011,01312489,에스제이,,E,다산회계법인,other_or_unknown,32000000,32000000,316,316,,,,,20250328000894,
2024,11011,00173661,에스지신성건설,001970,E,한울회계법인,other_or_unknown,90000000,90000000,772,750,,139482482452,매출액,CFS,20250331003654,
2024,11011,00373845,에스카테크,,E,,other_or_unknown,,,,,,,,,20250328001042,document_fields_unresolved
2024,11011,00201450,에스케이렌터카,068400,E,삼정회계법인,samjong_kpmg,495000000,495000000,4703,4700,,1556525851704,매출액,CFS,20250331001902,
2024,11011,00243988,에스케이브로드밴드,033630,E,한영회계법인,ey_hanyoung,880000000,880000000,8500,6542,,4408857554877,매출액,CFS,20250331002858,
2024,11011,00414975,에스케이쉴더스,,E,삼정회계법인,samjong_kpmg,460000000,460000000,4240,4311,,2004719043266,매출액,CFS,20250331003516,
2024,11011,01602124,에스케이스페셜티,,E,한영회계법인,ey_hanyoung,185000000,185000000,1800,1794,,708408883050,매출액,CFS,20250331004005,
2024,11011,01873856,에스케이스피드메이트,,E,삼정회계법인,samjong_kpmg,95000000,95000000,905,912,,125086951204,매출액,OFS,20250318000019,
2024,11011,01043844,에스케이어드밴스드,,E,한영회계법인,ey_hanyoung,260000000,260000000,2533,2424,,688077721725,매출액,OFS,20250331003027,
2024,11011,00131799,에스케이에코플랜트,,E,삼정회계법인,samjong_kpmg,2100000000,2100000000,17500,16043,,9317615716000,매출액,CFS,20250331003830,
2024,11011,00786711,에스케이엔무브,,E,안진회계법인,deloitte_anjin,520000000,520000000,4500,3769,,5094713202000,매출액,CFS,20250325000266,
2024,11011,00307189,에스케이엔펄스,057500,E,삼정회계법인,samjong_kpmg,100000000,100000000,1115,1097,,34949377119,매출액,CFS,20250328001189,
2024,11011,01592447,에스케이온,,E,한영회계법인,ey_hanyoung,,,,,,14034741024000,매출액,CFS,20250331003597,
2024,11011,00978677,에스케이인텔릭스,,E,삼정회계법인,samjong_kpmg,330000000,330000000,2944,2947,,844274247104,매출액,CFS,20250401004021,
2024,11011,01744703,에스케이증권제10호기업인수목적,457940,E,한울회계법인,other_or_unknown,10000000,10000000,,112,,,,,20250317000698,document.xml has no main filing XML
2024,11011,01671197,에스케이증권제8호기업인수목적,435870,E,이촌회계법인,other_or_unknown,10000000,10000000,,93,,0,매출액,OFS,20250314001544,
2024,11011,01725577,에스케이증권제9호기업인수목적,455910,E,한미회게법인,other_or_unknown,10000000,10000000,,,,,,,20250314001416,
2024,11011,00852078,에스케이지오센트릭,,E,삼정회계법인,samjong_kpmg,994000000,994000000,8911,8940,,13193544959000,매출액,CFS,20250318001016,
2024,11011,01079210,에스케이플라즈마,,E,삼정회계법인,samjong_kpmg,154000000,154000000,1400,1302,,207758088310,매출액,CFS,20250317000435,
2024,11011,00778794,에스코어,,E,안진회계법인,deloitte_anjin,89000000,89000000,850,837,,99477954891,매출액,OFS,20250331002962,
2024,11011,00362885,에스텍시스템,,E,우덕회계법인,other_or_unknown,150000000,150000000,860,860,,,,,20251231000279,
2024,11011,00133317,에스티씨라이프,026220,E,한서회계법인,other_or_unknown,750000,750000,31,31,,,,,20250331000597,
2024,11011,00970143,에스파워,,E,삼일회계법인,samil_pwc,61000000,61000000,600,580,,734607051920,매출액,OFS,20250331000225,
2024,11011,00263168,에스피반도체통신,,E,성율회계법인,other_or_unknown,43000000,43000000,376,376,,39203158820,매출액,OFS,20250331002237,
2024,11011,00239675,에어미디어,,E,태율회계법인,other_or_unknown,15000000,15000000,72,72,,,,,20250326000012,
2024,11011,00356927,에이디칩스,054630,E,삼정회계법인,samjong_kpmg,240000000,240000000,1243,1243,,6422889307,매출액,CFS,20250407004342,
2024,11011,01583193,에이모,,E,신한회계법인,other_or_unknown,115000000,115000000,778,778,,,,,20250331002321,
2024,11011,00148391,에이비엘생명보험,,E,한영회계법인,ey_hanyoung,880000000,880000000,7500,8010,,499615814439,이자수익,CFS,20250514001000,
2024,11011,01047336,에이에이아이헬스케어,,E,삼덕회계법인,other_or_unknown,18000000,18000000,232,236,,6047766005,매출액,OFS,20250328001666,
2024,11011,01872893,에이엠시지,495900,E,광교회계법인,other_or_unknown,25000000,25000000,200,200,,,,,20250320000473,
2024,11011,00860730,에이자기관리부동산투자회사,140910,E,삼도회계법인,other_or_unknown,82000000,82000000,819,868,,4525159331,매출액,OFS,20250314000900,
2024,11011,00332468,에이치디현대삼호,,E,안진회계법인,deloitte_anjin,510000000,510000000,5100,4853,,7003139212000,매출액,OFS,20250319001046,
