year,report_code,corp_code,corp_name,stock_code,corp_cls,auditor_raw,auditor_group,audit_contract_fee,audit_actual_fee,audit_contract_hours,audit_actual_hours,audit_opinion,revenue,revenue_account,revenue_fs_div,source_rcept_no,warnings
2023,11011,00844936,BNK캐피탈,,E,한영회계법인,ey_hanyoung,339000000,339000000,3160,3073,,,,,20240329002946,
2023,11011,00251400,BNK투자증권,,E,한영회계법인,ey_hanyoung,328000000,328000000,2950,2884,,,,,20240314000713,
2023,11011,01766741,CaptivisionInc.,,E,"CKP,LLP",other_or_unknown,327500000,327500000,,,,,,,20240510000383,
2023,11011,00168933,DB생명보험,,E,한영회계법인,ey_hanyoung,693000000,693000000,5200,5126,,,,,20240430000694,
2023,11011,00229058,DB캐피탈,,E,대주회계법인,other_or_unknown,69000000,69000000,925,980,,,,,20240401002694,
2023,11011,01004775,DL에너지,,E,삼일회계법인,samil_pwc,180000000,180000000,1250,1330,,,,,20240313001629,
2023,11011,01524817,DL케미칼,,E,삼일회계법인,samil_pwc,500000000,500000000,3500,3471,,,,,20240314001542,
2023,11011,00903503,GS에너지,,E,안진회계법인,deloitte_anjin,340000000,340000000,3340,3533,,,,,20240319000883,
2023,11011,00165459,GS칼텍스,,E,삼정회계법인,samjong_kpmg,1130000000,1130000000,11250,10905,,,,,20240401003454,
2023,11011,00325185,GS파워,,E,안진회계법인,deloitte_anjin,182000000,182000000,1656,1656,,,,,20240322000991,
2023,11011,00120216,KB손해보험,002550,E,삼일회계법인,samil_pwc,2456000000,2456000000,18680,19036,,,,,20240430000217,
2023,11011,00683283,LS전선,,E,한영회계법인,ey_hanyoung,500000000,500000000,5200,5240,,,,,20240320000026,
2023,11011,00908155,NH농협손해보험,,E,안진회계법인,deloitte_anjin,498465000,498465000,4500,5018,,,,,20240430000212,
2023,11011,00779845,OCI스페셜티,,E,삼정회계법인,samjong_kpmg,63000000,63000000,610,610,,,,,20240401000953,
2023,11011,00938688,SBI핀테크솔루션즈,950110,E,안진회계법인,deloitte_anjin,25000000,25000000,1986,1864,,,,,20230629000113,
2023,11011,00138020,SK실트론,,E,한영회계법인,ey_hanyoung,420000000,420000000,4200,4151,,,,,20240329002433,
2023,11011,00852175,SK에너지,,E,삼정 회계법인,samjong_kpmg,1039000000,1039000000,9443,9631,,,,,20240320000705,
2023,11011,00979074,SK인천석유화학,,E,삼정회계법인,samjong_kpmg,540000000,540000000,4909,4960,,,,,20240320001050,
2023,11011,00941549,강남터미널지하쇼핑몰,,E,신한회계법인,other_or_unknown,20000000,20000000,-1,338,,,,,20240318000073,
2023,11011,00100656,강원일보,,E,신한회계법인,other_or_unknown,20000000,20000000,,243,,,,,20240329002878,
2023,11011,00685333,강원특별자치도민프로축구단,,E,동서회계법인,other_or_unknown,14300000,14300000,,175,,,,,20240329003522,
2023,11011,00334040,갤럭시게이트,,E,다산회계법인,other_or_unknown,3000000,3000000,36,36,,,,,20240326000797,
2023,11011,00101257,경남기업,000800,E,동아송강회계법인,other_or_unknown,90000000,90000000,,1036,,,,,20240329001867,
2023,11011,00543170,경남도민프로축구단,,E,김상현,other_or_unknown,10800000,10800000,112,112,,,,,20240329003671,
2023,11011,00413444,경주신라컨트리클럽,,E,회계법인선일,other_or_unknown,12000000,12000000,394,394,,,,,20240328000582,
2023,11011,00102399,경향신문사,,E,태인회계법인,other_or_unknown,35000000,35000000,312,312,,,,,20240401000310,
2023,11011,00560308,골든블루,,E,신우회계법인,other_or_unknown,60000000,60000000,911,911,,,,,20240401003121,
2023,11011,00764807,골프존클라우드,183410,E,대주회계법인,other_or_unknown,54000000,54000000,784,719,,,,,20240321000946,
2023,11011,00438708,곰앤컴퍼니,,E,정진세림회계법인,other_or_unknown,30000000,30000000,300,303,,,,,20240329003098,
2023,11011,00103635,광림,014200,E,동현 회계법인,other_or_unknown,300000000,300000000,2000,1909,,,,,20240319000827,
2023,11011,01028164,광주은행,192530,E,삼일회계법인,samil_pwc,660000000,660000000,5607,5188,,,,,20240320001526,
2023,11011,01620713,교보12호기업인수목적,421800,E,대주회계법인,other_or_unknown,10000000,10000000,,60,,,,,20240325000103,
2023,11011,01677678,교보13호기업인수목적,440790,E,이정회계법인,other_or_unknown,15000000,15000000,58,58,,,,,20240304000300,
2023,11011,01760640,교보14호기업인수목적,456490,E,서우회계법인,other_or_unknown,10000000,10000000,40,72,,,,,20240304000266,
2023,11011,00112882,교보생명보험,,E,삼일회계법인,samil_pwc,3000000000,3000000000,22500,22500,,,,,20240430000629,
2023,11011,01181232,구골홀딩스,,E,성현회계법인,other_or_unknown,25000000,25000000,212,237,,,,,20240912000507,
2023,11011,00386937,국민은행,060000,E,삼일회계법인,samil_pwc,3796000000,3796000000,36200,1513210689,,,,,20240814004195,
2023,11011,00104519,국보,001140,E,삼정회계법인,samjong_kpmg,370000000,370000000,2189,2189,,,,,20240321001955,
2023,11011,00116073,그린기술투자,025340,E,삼덕회계법인,other_or_unknown,5000000,5000000,30,30,,,,,20240401001728,
2023,11011,00105165,극동전선,006250,E,삼일회계법인,samil_pwc,95000000,95000000,950,871,,,,,20240327001071,
2023,11011,01016983,글로텍,,E,우리회계법인,other_or_unknown,90000000,90000000,1051,1019,,,,,20240401004502,
2023,11011,00106720,기흥관광개발,,E,대현회계법인,other_or_unknown,47000000,47000000,618,618,,,,,20240329002536,
2023,11011,00874797,길교이앤씨,456700,E,신한회계법인,other_or_unknown,18000000,18000000,,356,,,,,20240321000284,
2023,11011,01267550,나라소프트,288490,E,신우회계법인,other_or_unknown,48000000,48000000,456,456,,,,,20240326000666,
2023,11011,00939289,나래에너지서비스,,E,삼일회계법인,samil_pwc,58000000,58000000,464,578,,,,,20240401002883,
2023,11011,00425254,나우코스,257990,E,신우회계법인,other_or_unknown,52000000,52000000,582,582,,,,,20240321001203,
2023,11011,00368515,내일신문,,E,우리회계법인,other_or_unknown,2800000,2800000,483,483,,,,,20240326000397,
2023,11011,00652779,네오바이오텍,,E,동현회계법인,other_or_unknown,90000000,90000000,754,754,,,,,20240329001602,
2023,11011,00359766,네오슈테른테크놀로지,,E,정진회계법인,other_or_unknown,5000000,,10,5,,,,,20240401002503,
2023,11011,00815086,네이처리퍼블릭,,E,한영회계법인,ey_hanyoung,160000000,160000000,1300,1425,,,,,20240409003286,
2023,11011,00977696,넥스쳐,194510,E,삼덕회계법인,other_or_unknown,100000000,100000000,700,669,,,,,20240329002562,
2023,11011,01119244,넥스콘테크놀러지,,E,기 현대회계법인,other_or_unknown,,,,,,,,,20240329000772,
2023,11011,00261975,넥스트솔루션,,E,신한회계법인,other_or_unknown,20000000,20000000,386,386,,,,,20240401004452,
2023,11011,00935821,넷마블네오,,E,삼일회계법인,samil_pwc,200000000,200000000,1400,1393,,,,,20240329002464,
2023,11011,01082834,노무라인터내셔널펀딩피티이,,E,,other_or_unknown,,,,,,,,,20230728000383,document_fields_unresolved
2023,11011,00852096,노바셀테크놀로지,,E,삼정회계법인,samjong_kpmg,85000000,85000000,800,800,,,,,20240321001202,
2023,11011,01332137,노보믹스,283100,E,동아송강회계법인,other_or_unknown,80000000,80000000,675,876,,,,,20240405002002,
2023,11011,00536329,노블엠앤비,106520,E,광교회계법인,other_or_unknown,286000000,286000000,1909,2487,,,,,20240531002500,
2023,11011,00393469,메티스,065560,E,신한회계법인,other_or_unknown,240000000,240000000,1500,1525,,,,,20240322000012,
2023,11011,00637901,농업회사법인고창황토배기유통,,E,일우회계법인,other_or_unknown,5000000,5000000,,44,,,,,20240401003725,
2023,11011,01578076,농업회사법인순천만가든마켓,,E,일우회계법인,other_or_unknown,7700000,7700000,103,103,,,,,20240401001928,
2023,11011,00711896,농업회사법인의령군토요애유통,,E,촉석공인회계사감사반,other_or_unknown,10000000,10000000,190,192,,,,,20240401001697,
2023,11011,00908021,농협금융지주,,E,안진회계법인,deloitte_anjin,550000000,550000000,5148,5360,,,,,20240329003569,
2023,11011,00909349,농협생명보험,,E,안진회계법인,deloitte_anjin,1337000000,1337000000,10520,10532,,,,,20240430000784,
2023,11011,00108302,뉴경기관광,,E,이정회계법인,other_or_unknown,36000000,36000000,636,636,,,,,20240329002518,
2023,11011,01352566,뉴라클사이언스,,E,삼일회계법인,samil_pwc,150000000,150000000,1000,869,,,,,20240401000859,
2023,11011,01399992,뉴라텍,,E,진일회계법인,other_or_unknown,55000000,55000000,704,707,,,,,20240329002700,
2023,11011,01134395,뉴스테이허브제1호위탁관리부동산투자회사,,E,한일회계법인,other_or_unknown,12000000,12000000,47,47,,,,,20240329000841,
2023,11011,00138695,뉴아세아,013340,E,이촌회계법인,other_or_unknown,40000000,40000000,449,449,,,,,20240401004360,
2023,11011,00108533,다산,,E,삼덕회계법인,other_or_unknown,40000000,40000000,630,630,,,,,20240429001331,
2023,11011,01174223,다인바이오,,E,대성삼경회계법인,other_or_unknown,,,,,,,,,20240329001346,
2023,11011,00130046,다함이텍,009280,E,신성회계법인,other_or_unknown,25000000,25000000,492,492,,,,,20240328000996,
2023,11011,00366298,대교홀딩스,,E,서우회계법인,other_or_unknown,100000000,100000000,798,961,,,,,20240401004181,
2023,11011,00427137,대구시민프로축구단,,E,세영회계법인,other_or_unknown,16500000,16500000,91,105,,,,,20240325000955,
2023,11011,00109107,대농,,E,안진회계법인,deloitte_anjin,120000000,120000000,1200,1140,,,,,20240329003065,
2023,11011,00916659,대덕바이오,,E,삼도회계법인,other_or_unknown,25000000,25000000,238,238,,,,,20240731000618,
2023,11011,00159768,대동모빌리티,,E,삼일회계법인,samil_pwc,95000000,125000000,864,1492,,,,,20240401001569,
2023,11011,00157104,대동전자,008110,E,삼덕회계법인,other_or_unknown,200000000,200000000,1200,1058,,,,,20230619000312,
2023,11011,00204688,대림,,E,삼일회계법인,samil_pwc,370000000,370000000,3700,3862,,,,,20240328001328,
2023,11011,00110060,대백저축은행,026970,E,,other_or_unknown,,,,,,,,,20240328000952,document_fields_unresolved
2023,11011,00110307,대선조선,031990,E,안경회계법인,other_or_unknown,110000000,110000000,1300,1300,,,,,20240328001166,
2023,11011,01675014,대신밸런스제13호기업인수목적,438220,E,한울회계법인,other_or_unknown,11000000,11000000,101,97,,,,,20240320001910,
2023,11011,01696451,대신밸런스제14호기업인수목적,442310,E,한울회계법인,other_or_unknown,11000000,11000000,70,97,,,,,20240320001346,
2023,11011,01751448,대신밸런스제15호기업인수목적,457390,E,한울회계법인,other_or_unknown,11000000,11000000,100,94,,,,,20240320001276,
2023,11011,01738483,대신밸런스제16호기업인수목적,457630,E,한울회계법인,other_or_unknown,11000000,11000000,100,94,,,,,20240320000717,
2023,11011,00416593,대신에프앤아이,,E,한영회계법인,ey_hanyoung,429000000,429000000,3100,3536,,,,,20240329003258,
2023,11011,01489958,대신케이리츠물류1호위탁관리부동산투자회사,,E,예교지성회계법인,other_or_unknown,8000000,8000000,,82,,,,,20231004000353,
2023,11011,00111227,대양제지공업,006580,E,태성회계법인,other_or_unknown,150000000,112000000,1300,1346,,,,,20240321001628,
2023,11011,01011182,대영씨엔이,,E,정진세림회계법인,other_or_unknown,45000000,45000000,560,441,,,,,20240529000624,
2023,11011,00905583,대우산업개발,,E,신한회계법인 (1차년도),other_or_unknown,45000000,45000000,643,783,,,,,20240408004190,
2023,11011,00384948,대유,290380,E,이촌회계법인,other_or_unknown,140000000,140000000,1270,1363,,,,,20240320000105,
2023,11011,01169832,대전신세계,,E,삼일회계법인,samil_pwc,205000000,205000000,1952,1876,,,,,20240314001527,
2023,11011,00133715,대주코레스,008340,E,대주회계법인,other_or_unknown,60000000,60000000,1099,1099,,,,,20240401002714,
2023,11011,00415558,대지개발,,E,한빛회계법인,other_or_unknown,1600000,1600000,380,380,,,,,20240329003456,
2023,11011,00126061,대한상선,,E,한울회계법인,other_or_unknown,115000000,115000000,1070,1132,,,,,20240329001045,
2023,11011,01748444,대한쎌팜,,E,나래건민회계법인,other_or_unknown,35000000,35000000,304,304,,,,,20240429001129,
2023,11011,00945208,더미동,161570,E,한영회계법인,ey_hanyoung,,,,,,,,,20240404001289,
2023,11011,01309209,더블다운인터액티브,,E,삼일회계법인,samil_pwc,125000000,150000000,1100,1451,,,,,20240329002223,
2023,11011,00307037,더스텔라,065310,E,미성회계법인,other_or_unknown,10000000,10000000,174,174,,,,,20240401001400,
2023,11011,00693299,더존비앤에프,,E,안진회계법인,deloitte_anjin,35000,35000,7,7,,,,,20240401002231,
2023,11011,01708066,더코더,,E,삼정회계법인,samjong_kpmg,85000000,85000000,525,525,,,,,20240401004468,
2023,11011,00960623,덕산넵코어스,,E,삼정회계법인,samjong_kpmg,40000000,40000000,957,957,,,,,20240322000182,
2023,11011,00112819,데코앤에프,017680,E,삼덕회계법인,other_or_unknown,60000000,60000000,717,717,,,,,20240321001422,
2023,11011,00258476,독립문,,E,세정회계법인,other_or_unknown,,,,,,,,,20240401002910,
2023,11011,01262458,동아타이어공업,282690,E,삼덕회계법인,other_or_unknown,114000000,114000000,1364,1789,,,,,20240314001093,
2023,11011,00117072,동양건설산업,005900,E,선일회계법인,other_or_unknown,65000000,65000000,900,1195,,,,,20240401003945,
2023,11011,00149451,동양레저,,E,신한회계법인,other_or_unknown,16000000,16000000,,550,,,,,20240401000221,
2023,11011,00340917,동원F&B,049770,E,삼정회계법인,samjong_kpmg,450000000,450000000,4286,4460,,,,,20240320001417,
2023,11011,00611666,동화바이텍스,,E,대현회계법인,other_or_unknown,28000000,28000000,439,439,,,,,20240329002310,
2023,11011,00119131,동화상가,,E,한신회계법인,other_or_unknown,45000000,45000000,300,418,,,,,20240329000672,
2023,11011,00792174,동화일렉트로라이트,,E,안진회계법인,deloitte_anjin,98000000,98000000,980,1055,,,,,20240329003034,
2023,11011,01310241,두나무,,E,삼일회계법인,samil_pwc,1530000000,1530000000,7500,9086,,,,,20240328001689,
2023,11011,00102760,두산건설,011160,E,한영회계법인,ey_hanyoung,390000000,390000000,,5487,,,,,20240329003168,
2023,11011,00119724,두원중공업,,E,신우회계법인,other_or_unknown,89000000,89000000,,992,,,,,20240401003005,
2023,11011,00249034,드림라인,035430,E,한영회계법인,ey_hanyoung,130000000,130000000,1200,1312,,,,,20240423000613,
2023,11011,00992808,디더블유미디어홀딩스,,E,삼정회계법인,samjong_kpmg,76000000,76000000,695,736,,,,,20240329003281,
2023,11011,01731453,디비금융제11호기업인수목적,456440,E,다산회계법인,other_or_unknown,7000000,7000000,,,,,,,20240318000950,
2023,11011,00652016,디비메탈,,E,한영회계법인,ey_hanyoung,380000000,380000000,2909,2909,,,,,20240329000834,
2023,11011,00291152,디비엘,041500,E,나라공인회계사감사반(제47호),other_or_unknown,28000000,28000000,,273,,,,,20240329000901,
2023,11011,00812362,디에스앤엘,141020,E,현대회계법인,other_or_unknown,300000000,300000000,1257,1257,,,,,20240329000617,
2023,11011,00244419,디에스티,033430,E,한미회계법인,other_or_unknown,29040000,29040000,222,222,,,,,20240401002810,
2023,11011,00641001,디엔지비,,E,한울회계법인,other_or_unknown,28000000,28000000,351,227,,,,,20240329001953,
2023,11011,00128971,디엘건설,001880,E,삼일회계법인,samil_pwc,600000000,600000000,4271,4271,,,,,20240319000567,
2023,11011,00335553,디지털타임스,,E,남경회계법인,other_or_unknown,32000000,32000000,,312,,,,,20240401000395,
2023,11011,01072518,디피코,163430,E,신한회계법인,other_or_unknown,100000000,100000000,778,778,,,,,20240827000238,
2023,11011,01161292,라이트팜텍,,E,신승회계법인,other_or_unknown,28000000,28000000,364,491,,,,,20240329001085,
2023,11011,00389387,라임,065160,E,한경회계법인,other_or_unknown,22000000,22000000,300,280,,,,,20240325000761,
2023,11011,00561866,락앤락,115390,E,한영회계법인,ey_hanyoung,580000000,580000000,5300,5395,,,,,20240321002017,
2023,11011,00364795,레드로버,060300,E,세덕회계법인 (*),other_or_unknown,27000000,27000000,225,225,,,,,20240329001118,
2023,11011,00476939,렉스필드컨트리클럽,,E,진일회계법인,other_or_unknown,28000000,28000000,344,344,,,,,20240329002799,
2023,11011,01495445,로미칼,,E,서린회계법인,other_or_unknown,30000000,30000000,425,425,,,,,20240329000730,
2023,11011,00671783,로보터스,,E,선진회계법인,other_or_unknown,20000000,20000000,300,305,,,,,20240328001084,
2023,11011,00957568,로아앤코,214310,E,안진회계법인,deloitte_anjin,340000000,460000000,3285,4155,,,,,20240409002935,
2023,11011,01046203,로아앤코홀딩스,204630,E,이촌회계법인,other_or_unknown,330000000,330000000,1827,2414,,,,,20240409003826,
2023,11011,01502587,로우카본,,E,한울회계법인,other_or_unknown,45000000,45000000,380,912,,,,,20240329002779,
2023,11011,00120438,롯데건설,,E,안진회계법인,deloitte_anjin,1050000000,1050000000,8990,9195,,,,,20240401003217,
2023,11011,00207676,롯데글로벌로지스,,E,삼정회계법인,samjong_kpmg,460000000,460000000,4212,4211,,,,,20240322000969,
2023,11011,00120483,롯데물산,,E,삼정회계법인,samjong_kpmg,375000000,375000000,3300,3309,,,,,20240401003955,
2023,11011,00904663,롯데오토리스,,E,삼정회계법인,samjong_kpmg,230000000,230000000,2300,2369,,,,,20240329003147,
2023,11011,00219051,롯데카드,,E,삼일회계법인,samil_pwc,611000000,611000000,5653,5237,,,,,20240401004439,
2023,11011,00222295,롯데캐피탈,,E,삼일회계법인,samil_pwc,399000000,399000000,3800,3777,,,,,20240329000326,
2023,11011,00549925,루트로닉,085370,E,서우회계법인,other_or_unknown,220000000,338000000,1600,2458,,,,,20240429001130,
2023,11011,01179927,리독스바이오,,E,광교회계법인,other_or_unknown,14000000,14000000,,256,,,,,20240401002374,
2023,11011,00323549,리딩투자증권,,E,삼덕회계법인,other_or_unknown,116000000,116000000,2439,2439,,,,,20230629000195,
2023,11011,01023549,리치앤타임,,E,나우회계법인,other_or_unknown,2800000,2800000,184,184,,,,,20240328000646,
2023,11011,00110547,링세오코리아,003050,E,삼일회계법인,samil_pwc,122000000,122000000,1105,1050,,,,,20240327001061,
2023,11011,01136597,마더스제약,,E,삼덕회계법인,other_or_unknown,47000000,47000000,727,727,,,,,20240422000560,document.xml returned an invalid archive
2023,11011,00340005,마이다스아이티,,E,대성삼경회계법인,other_or_unknown,60000000,60000000,806,806,,,,,20240429001198,
2023,11011,00261647,매경에이엑스,,E,인덕회계법인,other_or_unknown,35000000,35000000,574,576,,,,,20240401004391,
2023,11011,00199030,매일방송,,E,예교지성 회계법인,other_or_unknown,85000000,85000000,880,946,,,,,20240401004125,
2023,11011,00573676,메가젠임플란트,,E,회계법인하나로,other_or_unknown,120000000,120000000,1050,1,,,,,20240401004115,
2023,11011,01344840,메드파크,,E,안경회계법인,other_or_unknown,42000000,42000000,516,516,,,,,20240401003962,
2023,11011,01186963,메디오젠,,E,삼화회계법인,other_or_unknown,50000000,55000000,700,709,,,,,20240401004404,
2023,11011,00455389,메르세데스벤츠파이낸셜서비스코리아,,E,삼정회계법인,samjong_kpmg,,257950000,,2357,,,,,20240401002554,
2023,11011,00163682,메리츠증권,008560,E,한영회계법인,ey_hanyoung,830000000,664000000,8300,7916,,,,,20240401003586,
2023,11011,00933504,메리츠캐피탈,,E,한영회계법인,ey_hanyoung,434000000,434000000,3950,4067,,,,,20240401002013,
2023,11011,00117744,메리츠화재해상보험,000060,E,한영회계법인,ey_hanyoung,1700000000,1700000000,15000,15018,,,,,20240430000865,
2023,11011,00192347,메타넷디지털,,E,삼정회계법인,samjong_kpmg,800000,80000000,893,893,,,,,20240401004406,
2023,11011,01706703,메타록,,E,성현회계법인,other_or_unknown,20000000,20000000,200,231,,,,,20240627000414,
2023,11011,00609315,멜파스,096640,E,삼정회계법인,samjong_kpmg,193000000,193000000,1477,1477,,,,,20240321001818,
2023,11011,00215976,무궁화인포메이션테크놀로지,038340,E,대주회계법인,other_or_unknown,150000000,100508000,1067,1542,,,,,20240401001473,
2023,11011,00657756,무송지오씨,135160,E,신한회계법인,other_or_unknown,30000000,25000000,667,620,,,,,20240401003768,
2023,11011,00437277,문경관광개발,,E,대건공인회계사감사반,other_or_unknown,9000000,9000000,113,113,,,,,20240329000528,
2023,11011,01354953,미라셀,,E,태성회계법인,other_or_unknown,132000000,132000000,978,990,,,,,20240502000630,
2023,11011,00418041,미라콤아이앤씨,,E,삼일회계법인,samil_pwc,167000000,167000000,1500,1534,,,,,20240401002296,
2023,11011,01683387,미래에셋드림기업인수목적1호,442900,E,현대회계법인,other_or_unknown,10000000,10000000,100,104,,,,,20240229001612,
2023,11011,01601286,미래에셋비전기업인수목적1호,412930,E,현대회계법인,other_or_unknown,8000000,8000000,100,70,,,,,20240221001396,
2023,11011,01692321,미래에셋비전기업인수목적2호,446190,E,삼덕회계법인,other_or_unknown,10000000,10000000,85,85,,,,,20240320000433,
2023,11011,01702424,미래에셋비전기업인수목적3호,448830,E,이촌회계법인,other_or_unknown,12000000,12000000,85,70,,,,,20240314000454,
2023,11011,00259776,미래에셋자산운용,,E,삼정회계법인,samjong_kpmg,415000000,415000000,3889,4047,,,,,20240321001603,
2023,11011,00251738,미래에셋캐피탈,,E,삼정회계법인,samjong_kpmg,725000000,725000000,7237,7569,,,,,20240401004421,
2023,11011,00112873,미래엔,,E,삼덕회계법인,other_or_unknown,63000000,63000000,990,990,,,,,20240401004176,
2023,11011,01265914,미로,,E,우리회계법인,other_or_unknown,45000000,45000000,542,542,,,,,20240423000497,
2023,11011,00115472,미주제강,002670,E,원진회계법인,other_or_unknown,35000000,35000000,461,466,,,,,20240326000476,
2023,11011,00869500,바디프랜드,,E,삼일회계법인,samil_pwc,290000000,290000000,2500,2489,,,,,20240401000307,
2023,11011,00467445,바이오넷,,E,동아송강 회계법인,other_or_unknown,40000000,40000000,,580,,,,,20240604000194,document.xml has no main filing XML
2023,11011,01803352,바이오메트로,,E,회계법인더올,other_or_unknown,20000000,20000000,200,201,,,,,20240401003564,
2023,11011,00866965,바이오제닉스,,E,삼덕회계법인,other_or_unknown,31000000,31000000,260,330,,,,,20240329000676,
2023,11011,00232089,바이온,032980,E,삼덕회계법인,other_or_unknown,206115000,154586000,,1526,,,,,20240321001917,
2023,11011,01446759,뱅크샐러드,,E,삼덕회계법인,other_or_unknown,23000000,23000000,294,294,,,,,20240329003403,
2023,11011,00122728,범양사,002480,E,민준공인회계사 감사반(제480호),other_or_unknown,26000000,26000000,250,250,,,,,20240329001058,
2023,11011,00980061,보령엘엔지터미널,,E,삼정회계법인,samjong_kpmg,110000000,110000000,1100,1105,,,,,20240329003206,
2023,11011,01113930,보아스에셋,,E,다함 공인회계사 감사반 (제46호),other_or_unknown,18000000,18000000,180,180,,,,,20240318000808,
2023,11011,01621183,보이스아이,,E,한영회계법인,ey_hanyoung,95000000,95000000,850,944,,,,,20240329000937,
2023,11011,00124106,부산은행,005280,E,한영회계법인,ey_hanyoung,787000000,787000000,8100,8013,,,,,20240314001339,
2023,11011,00669706,불교텔레비전,,E,태인회계법인,other_or_unknown,10000000,10000000,250,215,,,,,20240329001278,
2023,11011,00417680,불스원,,E,안진회계법인,deloitte_anjin,155000000,155000000,1434,1429,,,,,20240329003050,
2023,11011,01694903,뷰텔,,E,회계법인세일원,other_or_unknown,80000000,80000000,496,499,,,,,20240329001245,
2023,11011,01534610,브이페이먼츠,,E,회계법인 베율,other_or_unknown,20000000,20000000,364,364,,,,,20241113000066,
2023,11011,00803665,브이피,,E,안진회계법인,deloitte_anjin,64000000,64000000,619,619,,,,,20240329002322,
2023,11011,00610490,비디아이,148140,E,정인회계법인,other_or_unknown,270000000,270000000,1550,1550,,,,,20240701000321,
2023,11011,01212921,비바리퍼블리카,,E,삼일회계법인,samil_pwc,330000000,330000000,3000,3973,,,,,20240329003150,
2023,11011,01181418,비보존,,E,안진회계법인,deloitte_anjin,175000000,175000000,1167,1116,,,,,20240401004371,
2023,11011,00124656,비씨카드,,E,안진회계법인,deloitte_anjin,615000000,615000000,6000,6120,,,,,20240329002499,
2023,11011,00480525,비에스제이홀딩스,,E,동현회계법인,other_or_unknown,150000000,150000000,1104,1104,,,,,20240708000441,
2023,11011,00162221,비에스한양,,E,삼정회계법인,samjong_kpmg,200000000,200000000,2200,2464,,,,,20240401003785,
2023,11011,01756470,비에이에너지,,E,대주회계법인,other_or_unknown,16000000,16000000,209,223,,,,,20240328000466,
2023,11011,00656021,비에프랩스,139050,E,대주회계법인,other_or_unknown,320000000,320000000,1734,2871,,,,,20240731000247,
2023,11011,01689336,비엔케이제1호기업인수목적,445360,E,삼덕회계법인,other_or_unknown,10000000,10000000,146,146,,,,,20240322000675,
2023,11011,01800285,비엔케이제2호기업인수목적,473370,E,이촌회계법인,other_or_unknown,10000000,10000000,45,45,,,,,20240321001623,
2023,11011,01406618,비올메디컬,335890,E,대주회계법인,other_or_unknown,46000000,46000000,570,572,,,,,20240312000527,
2023,11011,01335374,비욘드바이오,,E,대주회계법인,other_or_unknown,30000000,30000000,550,575,,,,,20240321001407,
2023,11011,01110076,비유테크놀러지,230980,E,선일회계법인,other_or_unknown,190000000,180000000,1350,1720,,,,,20240731000741,
2023,11011,01014657,비즈니스온커뮤니케이션,138580,E,대성삼경회계법인,other_or_unknown,70000000,70000000,875,875,,,,,20240712000528,
2023,11011,01534027,비즈플레이,,E,삼덕회계법인,other_or_unknown,40000000,40000000,500,648,,,,,20240401003953,
2023,11011,00331061,빅텍스,,E,삼덕회계법인,other_or_unknown,115000000,115000000,955,955,,,,,20240402000001,
2023,11011,01214044,빗썸,,E,대현회계법인,other_or_unknown,200000000,200000000,1587,1584,,,,,20240401004312,
2023,11011,01537459,사랑과선행,,E,동아송강회계법인,other_or_unknown,27000000,27000000,,423,,,,,20240813001635,
2023,11011,00970268,사우스케이프,,E,삼일회계법인,samil_pwc,74000000,59200000,680,696,,,,,20240401004222,
2023,11011,01298930,사운드백신,,E,회계법인동행,other_or_unknown,15000000,15000000,232,232,,,,,20240401001544,
2023,11011,00260356,산은캐피탈,008270,E,한영회계법인,ey_hanyoung,409000000,409000000,4000,4328,,,,,20240329002064,
2023,11011,00125655,삼미,,E,대주회계법인,other_or_unknown,30000000,30000000,450,411,,,,,20240329001283,
2023,11011,00430089,삼보오토,070080,E,성현회계법인,other_or_unknown,60000000,60000000,600,887,,,,,20240315000534,
2023,11011,00939429,삼보컴퓨터,,E,동현회계법인,other_or_unknown,40000000,40000000,,597,,,,,20240401001802,
2023,11011,01624162,삼성기업인수목적6호,425290,E,삼화회계법인,other_or_unknown,10000000,10000000,100,149,,,,,20240311000897,
2023,11011,01675227,삼성기업인수목적7호,439250,E,한울회계법인,other_or_unknown,1000000,1000000,80,80,,,,,20240315000902,
2023,11011,01700921,삼성기업인수목적8호,448740,E,한미회계법인,other_or_unknown,10000000,10000000,40,30,,,,,20240313001701,
2023,11011,01786514,삼성기업인수목적9호,468510,E,한미회계법인,other_or_unknown,10000000,10000000,19,19,,,,,20240318000773,
2023,11011,01534522,삼성머스트기업인수목적5호,380320,E,한미회계법인,other_or_unknown,10000000,10000000,30,30,,,,,20240318000598,
2023,11011,00120988,삼성메디슨,,E,삼일회계법인,samil_pwc,247000000,247000000,2020,1843,,,,,20240401000041,
2023,11011,00127459,삼우씨엠건축사사무소,,E,참회계법인,other_or_unknown,47000000,47000000,489,489,,,,,20240401004395,
2023,11011,00340795,삼중테크,,E,회계법인새시대,other_or_unknown,51000000,51000000,380,406,,,,,20240408002507,
2023,11011,00896559,삼척블루파워,,E,삼정회계법인,samjong_kpmg,71000000,71000000,710,740,,,,,20240329001434,
2023,11011,00135166,삼흥,,E,우리회계법인,other_or_unknown,73000000,73000000,649,731,,,,,20240329001550,
2023,11011,01604371,상상인제3호기업인수목적,415580,E,현대회계법인,other_or_unknown,10000000,10000000,80,80,,,,,20240319000448,
2023,11011,01717170,상상인제4호기업인수목적,452670,E,현대회계법인,other_or_unknown,10000000,10000000,,,,,,,20240319000392,
